comments,N,lang
Buena ubicacion.,1,catalan
"Apartament molt bonic, ample, net i acollidor.",1,catalan
"és un apartament excel·lent, la zona ja la coneixíem i és la nostra preferida a (Website hidden by Airbnb) es pot demanar més, ampla i ben comunicat, modern i molt còmode,hi ha tot el que pots necessitar. Gràcies a en Bruno per la seva disponibilitat.Repetirem segur.",1,catalan
Super séjour! Un grand merci à Philippe !,1,catalan
Direi ottima Jiulien ottimo host preciso ed elegante buona la zona molto pulita con facili collegamenti. La Casina piccola ma silenziosa devo dire  tutto ok .,1,catalan
El piso perfecto,1,catalan
"Appartement propre et très bien placé, Julien est assez arrangeant.",1,catalan
Super Merci,1,catalan
"Jacques 是位很好的房东,和蔼可亲｡房间和图片描述的一致,房间足够宽敞,厨房和卫生间使用起来都很方便｡在巴黎的Marais区,离地铁st paul 站很近,步行五分钟就能走到,地点很安全,很有巴黎的味道｡周围的建筑都是历史建筑｡住在其中既舒适又很惬意｡我和Jacques 先生及他的家人和朋友,做的中餐吃,大家都很高兴｡难得的在巴黎市中心的体验,有机会还会住他家｡",1,catalan
"Jacques는 정말 친절합니다. 혼자갔던 여행이라 유심부터 은행,주변 상점들까지 필요했던 정보가 많았는데 아저씨께서 친절하게 모든 정보를 제공해주셨어요. 같이 마트에서 장을 보기도 했고 주변 친구분들도 소개해 주셨구요. 또 주변에 살고있는 한국인 친구도 제게 소개해주셔서 정말 재밌는 추억도 만들었습니다. 숙소의 위치 또한 정말 좋았습니다. Saint-paul 역에서 걸어서 5분정도면 다다를 수 있고 주변에 필요한 모든것이 있어요. 그리고 조용하다는것도 장점입니다. 제가 쓴 방도 아주 깔끔하진 않았지만 편하게 지낼수 있을만큼 정돈되어있었고 빨래도 편하게 할 수 있었습니다. (하지만 두 마리의 고양이가 있어요. 그래서 고양이 털 알레르기가 있는 분들께는 추천하지 않아요. 저는 물론 고양이를 키우지만) 아저씨는 정말 착하고 순수하신 분이니 이 숙소를 적극 추천합니다. ",1,catalan
APT TRES CALME,1,catalan
"Está situado en pleno corazón de París. Detrás de Notre Dame. Se puede ir a pie a Saint Michel, a Saint Germain, al Louvre, a Jardin de Tuileries, al Marais .... realmente recomendable! Nos estaban esperando cuando llegamos y el piso tiene de todo. ",1,catalan
Exellent value!,1,catalan
Very recommended. Nice street very near La Contraescarpade.,1,catalan
"Hôte très accueillante.
Merci",1,catalan
Conforme aux photos,4,catalan
i recomend!,1,catalan
Very nice stay!  Excellent view!,1,english
Marielle est une personne super accueillante et chaleureuse. La chambre est simple mais correct. Tres bon rapport qualite-prix.,1,catalan
"Marielle非常热心的帮我查找路线并且帮我手写地图｡她的家和图片一模一样,她和她的儿子住在一起,但是我们房间互不干扰,我有自己可以使用的卫生间,还能使用她的厨房(有烤箱､微波炉和冰箱)｡这个街区离凯旋门只有4站巴士(92路),而且很安静和干净｡",1,catalan
"Fantastique
La campagne a Paris Centre",1,catalan
Lovely apartment. Excellent value.,1,english
PARFAIT !!! Comme d'habitude  !!!,1,catalan
시설 깔끔하고 에펠탑까지 걸어서 6분 거리네요. 집 앞에 마트도 있고 좋습니다ㅎㅎ,1,catalan
"只需走5分鐘即可至艾菲爾鐵塔,房東Pascale文靜但親切,樂於幫助房客｡超市､咖啡館就在後面巷子,生活機能非常方便｡",1,catalan
"房间很宽敞,而且比较干净｡距离埃菲尔铁塔很近,同时也离地铁站很近,非常方便｡Pascale人很好,沟通也很顺畅｡",1,catalan
"Très spacieux
Lumineux
Confortable

",1,catalan
Merci Beaucoup!!!!,1,catalan
Una situació molt bona i el tracte correcte,1,catalan
"Wonderful hosts
Very clean
Super central 
Beautiful apartment 
All perfect! Thank you Emma & Pierre",1,catalan
"Victoria te un apartament en un barri molt cèntric, a tocar de l'Opera i les gal.leries Lafayette. Les opcions de restauració son infinites, Japonesos, Xinesos, Francesos.... Italians...pastisseries i terrasetes de molt bon estar. El Metro, a 5 minuts de dues linies que et porten o enllaçen amb qualsevol punt de la ciutat.
Definitivament es un lloc inmillorable per un weekend, rel.lació qualitat preu molt bona. ",1,catalan
De l espace et la convivialité. Accueil super.,1,catalan
"Molt bon lloc per sentir-se com a casa. Habitació, wc i dutxa (que va genial) en zona independent. Bona cuina ben equipada i gran sala d' estar comunitàries. Molt d' agraïr la rebuda i els preparatius de l' esmorzar.
Dominique és molt respectuosa, facilitadora i acollidora. Ajuda en tot i dóna bons consells per conèixer la ciutat. Sempre demana si cal alguna cosa més.
El bloc es troba en una zona molt ben comunicada pels transports i també per anar a peu a molts llocs. Hi ha comerços, restaurants i tots els serveis necessaris allí mateix, alhora que és una zona tranquil·la x descansar.
Ha estat la nostra primera experiència airbnb i ens quedem amb ganes de repetir, així doncs recomanem aquest pis.
Moltes gràcies per tot Dominique!",1,catalan
"Accueil chaleureux et tres amical
Chambre calme et literie tres confortable.
Vue imprenable du 25e etage sur 13e arrondt.
Nous reviendrons
Christian & Laetitia",1,catalan
Alles top!,2,catalan
"房子和照片中的描述相同,地點很棒,離捷運站近且位於交通便利的地點,轉乘很方便｡Eric&Gina回覆EMAIL的速度很快,且該有的都有,如果有機會再去巴黎玩,會再跟他們租!",1,catalan
"Es un bello departamento, luminoso, cómodo,impecable, a 50.metros a del metro, se puede ir a todos lados caminando. Cuando vuelva a París espero que este aun disponible. El anfitrión es superb!!!! Mis felicitaciones! Gracias!!! 100/100",1,catalan
"Super accueil, allez y sans hésiter.",1,catalan
"Jean-Pierre foi super atencioso. Além disso, ele flexibilizou o horário de check-out que foi ótimo.",1,catalan
"LLOc ideal, aprop de Torre Eiffel, barri tarnquil, Apartament ideal per una estada",1,catalan
Extra ! Merci beaucoup,1,catalan
Chambre très confordable et des hôtes forts accueillants et agréables ! Merci,1,catalan
"Super appart, accueil très sympa de Nicolas ",1,catalan
Bien situé. Centre Paris.,1,catalan
Tres sympa.,1,catalan
"Chambre impeccable équipée d'un lit très comfortable. Propreté au RDV.
Sophie est très accueillante.
Je recommande vivement.",1,catalan
"Appartement conforme à la description.... 
Cool, convivial..
A recommander!!",1,catalan
"Great stay! Good communication. Spacious, convenient location.  Much appreciated.",1,english
"El barri on està ubicat el pis és molt tranquil. El bloc també és tranquil i silenciós. Està al costat d'una estació de metro (Falguiere), i a 5 minuts de l'estació de Montparnasse. 
La Ralda ens va atendre abans de l'arribada i el dia de l'arribada amb molta amabilitat. L'allotjament és còmode i disposa de tot el necessari a la cuina, imprescindible si hi estàs uns dies, i més tenint en compte els preus de la ciutat.",1,catalan
"Casa stupenda . Vista stupenda . Zona stupenda . Tutto stupendo . Pulizia , cortesia e ospitalità stupendo ! Grazie ! (Phone number hidden by Airbnb) stelle !",1,catalan
Marine est très gentile. L'appartament génial,1,catalan
"Très bien situé,calme, jolie chambre",1,catalan
"Clean studio, central location, accurate description. Will return!",1,english
"L'apartament era petit però acollidor. El sofa-llit molt comode. Està molt ben situat. Realment era el que buscàvem i el preu adient. Si tornem, es probable que repetim amb el Salvatore",1,catalan
"A Julie foi muito atenciosa, sempre responde as mensagens rapidamente.",1,catalan
"아내와 11개월 아기와 함께 왔다. 
걸어서 주요 관광지에 갈 수 있었다. 
위치가 굉장히 좋았다. 
Giulia는 우리에게 아기침대와 아기욕조와 아기수건을 제공했다. 
엘리베이터가 있어서 유모차 이동에 문제가 없었다. 

세탁기가 깨끗하지 않았다. 
세탁기 소음이 크다. 
집 온도조절시스템이 없다(중앙 제어 방식). 
아침 8시에 갑자기 누군가 방문하여 소독약을 뿌리고 가서 불편했다.
누군가에 의해 계속 집전화로 전화가 왔다.
화장실 수도꼭지가 구형이다. 찬물 더운물을 각각 조절해야했다. 




",1,catalan
Au top. Appartement idealement situé! Maria est tres agreable,1,catalan
"Molt bon lloc per a descubrir Paris sol o en parella. Céntric, prop de metro i bus i a tocar de la SNFC. Petit peró amb tot el necessari i net. Maria deixa café i magdalenes per si en vols prendre, hem estat molt bé. El llit potser es el més just, caldria posar-n'hi un de més comfortable, per la resta tot genial!! Gràcies Maria.",1,catalan
Super appart ! Je recommande!,1,catalan
"Excellent location, excellent communication. No issues. Very cute apartment.",1,english
Absolutely perfect experience! Merci!,1,english
"Super appartement!! J ai adore, je recommande vivement!!!:-)",1,catalan
"Ericは素晴らしいﾎｽﾄでした｡
とても優しく楽しい人で､話すときはいつも笑いがたえませんでした｡
いつでも連絡が取れ､観光･交通･食事･歴史などたくさんのことを教えてくれました｡

Ericのｱﾊﾟｰﾄはﾒﾄﾛの駅のすぐそばで空港からの移動も便利でした｡ｻﾝ=ﾙｲ島が広いﾊﾞﾙｺﾆｰから望め､ﾊﾞｽﾃｨｰﾕ広場･ﾏﾚ地区･ｶﾙﾁｪﾗﾀﾝ地区･ｻﾝｼﾞｪﾙﾏﾝ地区･ｼﾃ島･ﾙｰﾌﾞﾙ美術館などが近いです｡凱旋門まで歩いて一時間くらいだそうです｡様々なﾏﾙｼｪにも徒歩圏内です｡

部屋は写真の通りで､広いﾊﾞｽﾙｰﾑ･ふかふかなﾍﾞｯﾄﾞ･調度品は重厚な雰囲気で､優雅なﾊﾟﾘ生活が楽しめました｡ﾄｲﾚが部屋にないので少し気を遣いました｡ﾊﾞｽﾙｰﾑのお湯はﾊﾞｽﾀﾌﾞにためて使う場合､水になってしまう可能性があります､今回次に熱いお湯が出るまで6時間くらいかかりました｡

Ericは英語でｺﾐｭﾆｹｰｼｮﾝがとれます｡日本を訪れたことがあり､ﾊﾟｼﾞｬﾏに浴衣を用意してくれていたのは面白かったです(でもひもがありませんでした｡次に日本の方が行く場合お土産に浴衣のひもをどうぞ)｡

素敵な旅にしてくれたEricに感謝します｡",1,catalan
"非常好的大房子,好的景观,好的地段…几乎所有著名景点都可以步行到达｡ 房间和图片上一样,和Eric描述的一样,但他忘记描述自己了,Eric非常友好,很帅,很幽默,很博学… 我在那里很大的一个乐趣是和他聊天,学到了很多知识｡总之这里不但是一个很好的住处,还会结识到一位法国朋友｡",1,catalan
"ERIC的住所完美无缺,交通超级方便,阳台风景无敌漂亮,尤其是夜景令人心醉｡他的家简直就是个艺术收藏和图书博物馆,美不胜收｡我们下次来一定会抢定哒!真实美好的回忆~",1,catalan
L accueil tres sympa,1,catalan
Appartement très cool. Parfaitement situé. Propre. Je recommande,1,catalan
"Contact très facile, très arrangeant sur l'heure d'arrivée, chambre très sympa, autonome, à 2 pas du métro. Vraiment à recommander. Merci!",1,catalan
"Très bon accueil.
La chambre est spacieuse et nos hôtes sont très discret.
Beaucoup de calme.
Je recommande
",1,catalan
Merci de votre accueil! Chambre très confortable. J'ai très bien dormi. Bon emplacement. Facile d'accès à partir de l'aéroport.,1,catalan
Très bien hôte acceuillant. Et très arrangeant. Je recommande,1,catalan
Chambre propre et hôtes sympathiques,1,catalan
Buena opcion...,1,catalan
"Je recommande cette adresse Chambre au calme, salle de bain privative très bien. Gentillesse, aimabilité",1,catalan
"Chambre conforme à la description. 
Propre, équipée, il n'y a que nos valises à poser. 
Placement idéal !",1,catalan
"Chambre propre , les hôtes étaient accueillants et très sympas , je recommande , merci Emmanuelle !",1,catalan
"Pequeno apartamento.
Bairro simplesmente incrível, descolado e de bom gosto.
Tudo funcionou certo conforme anúncio.
Morgane, colega de Florient, que nos recebeu, ainda ajudou na saída, quando estávamos com um problema bem sério.

Petit apartement.
Quartier simplement incroyable, moderne et de très bon goût.
Tout a marché conformément à l'annonce.
Morgane, collège de Florient, qui nous a reçu, nous a de plus bien aidé lorsque nous avons eu un gros problème à la sortie. 

Merci!!",1,catalan
"Pis petitet pero ben situat  y el anfitrio molt atent, donant facilitats tant per l'arribada com pel dia de la sortida. Bon wifi y bona calefeccio.",1,catalan
"Lovely apartment, live like a local Parisian!  ",1,catalan
L'apartament del Jeremy és un espai amb molta bona energia i amb molta personalitat. Té un Internat net al costat i un parc de 2km perfecte si t'agrada córrer sense sentir-s'hi dins una ciutat. sens dubte si torno a París aquest serà el lloc perfecte.,1,catalan
"Utile.
Tres correct
Et hote tres gentil",1,catalan
"L' apartament resulta ser un celler reformat amb molt bon gust, molt pop i funky i realment pràctic per visitar Paris. Ben a prop de4 línies de metro, comerços tradicionals i supermercats, boulangeries i tot el necessari per passar 4 nits a la ciutat.",1,catalan
Great location! Comfy space.,1,english
Pas de souci,2,catalan
"L'estudi és molt acollidor, per a dues persones tens suficient i per a pocs dies és ideal!! El Fernando és una persona molt atenta, amable i que ha fet tot el possible perquè l'estancia fos perfecte. L'apartament està molt net, tens utensilis per a cuinar i menjar, també hi ha tovalloles al lavabo i li vaig demanar un assecador de cabells i me'l va facilitar portant-lo a l'estudi el dia abans de l'arribada.
Nosaltres vem arribar molt tard per la nit i ens va ser fàcil poder trobar les claus i entrar. Això si, no té ascensor, són 3 pisos per el que no porteu maletes grans!
L'estudi ens ha agradat molt? Únic inconvenient és que la meva parella és molt alt i xocava amb el sostre i la dutxa una mica petita i baixeta. No obstant per a pocs dies o un cap de setmana està molt bé, ja que té una bona localització i al costat del metro.
Moltes gràcies per tot Fernando, a reveure!",1,catalan
Fernando est un hote tres arrangeant sur les heure d'arriver de départ. Je recommande,1,catalan
Just perfect! Bravo Ada & Paul!! See u soon!,1,catalan
"Très joli appart, excellent accueil, rapport qualité-prix exceptionnel. Merci !",1,catalan
"숙소의 위치는 좋았지만 방에 캐리어를 끌고 가기 힘들었습니다. 엘레베이터가 있긴 하지만 큰 의미가 없음...
Caroline은 정말 친절하고 많은것을 챙겨줬습니다.",1,catalan
"Caroline是一位非常友善和蔼热心的房东,她有一条7岁的约克夏狗狗,叫Mila,超级可爱!我们最后一天7点早起赶火车的时候Caroline 也定了闹铃起来跟我们道别,很感谢,也非常的感动｡有机会希望还能再来~",1,catalan
房间在六楼 是很有个人风格的小房子 离地铁站五分钟 浴室有点小 总的来说还不错 prunelle也为我们安排好啦,1,catalan
"La pasamos súper bien en el apartamento de Tony, un sueño, lleno de detalles de buen gusto, cercano a varias estaciones de metro en el
Barrio más hermoso de París, Le Marais
Tony fue muy atento en la recepción y entrega del departamento además de ser muy gentil como persona 
Volveremos pronto a lo de Tony!!",1,catalan
Excellent rapport qualité prix. Super contact,1,catalan
Chambre confortable logement propre calme. Alexandra est discrète mais là si on a besoin. Je recommande,1,catalan
Chambre très petite.  Propriétaire accueillante,1,catalan
Perfect apartment !!,1,english
Je recommande absolument,1,catalan
"Apartament lluminós i elegant, molt ben situat en un barri molt tranquil. Al costat dels Jardins de Luxemburg i a 10 minuts del Sena. Jean François ens va rebre molt amablement. Ens hem trobat molt cómodes i segur que repetirem.",1,catalan
"Bien situé. Confortable.
Très bon accueil.",1,catalan
"Estuvimos 4 noches en el departamento de Eric. Todo perfecto. Nos recibió a la hora pactada, muy facil de ubicar la dirección (metro estació  jules joffrin o port de clingancourt). El depto tal cual en las fotos. Eric nos recibió excelentemente  y estaba todo impecable, limpio, con mapas de Paris. Nos encantó. Super recomendable!",1,catalan
Lugar acogedor cerca a Montmartre y a es5acion de tren,1,catalan
"Excellent accueil de Jean-Baptiste. 
Chambre très agréable et spacieuse. 
Jerome",1,catalan
"Bel appartement dans le meilleur quartier de Paris. Vous pouvez aller à pied au Louvre , Notre Dame, Quartier Latin , le George Pompidou . Le quartier est animé avec de bons restaurants et bien relié . Sophie nous a assisté très bien et je recommande son appartement si nous revenons à Paris répéter certainement !!
Bonic apartament a la millor zona de París. Es pot anar passejant fins al Louvre, Notre Dame, Barri Llatí i al George Pompidou. El barri és molt animat amb bons restaurants i molt ben comunicat. La Sophie ens va atendre molt bé i recomano el seu apartament, si tornem a París segur que repetim!!",1,catalan
Super accueil. Super maison. Super chambre. Je recommande ;),1,catalan
Un commentaire en 1 mot : Excellent !,1,catalan
Cozy apartment in a residential area,1,catalan
Plus que parfait. Merci,1,catalan
Excellent stay.,1,english
Muy cercano a la torre iffel,1,catalan
"El apartamento es precioso, incluso mejor que en las fotos (cosa que parece difícil). Está en una ubicación inmejorable, con la parada de metro Abesses a menos de 3 minutos andando. Cerca de restaurantes, panaderías, supermercados. Mejor imposible!
Nathalie ha sido una anfitriona fabulosa, realmente nos hemos sentido como en casa. Si tuviese que volver a Paris no tengo ninguna duda en que volvería a escoger este lugar.

The apartment is awesome, even better than in the photos (which seems difficult). It is in an unbeatable location, with the Abesses metro stop less than 3 minutes walk. Near from restaurants, bakeries, supermarkets. Best impossible!
Nathalie has been a fabulous host, we really felt as at home. If I had to return to Paris I have no doubt that I would choose this place again.",1,catalan
Extrememy nice flat in central Paris.,1,catalan
"Un super séjour, Susana a su nous donner de petites adresses sympa ! Je recommande vivement, l'hôte est très accueillante et disponible !",1,catalan
"Gloria est très sympathique. 
",1,catalan
Elle est sympa et la chambre est assez propre.,1,catalan
Gloria es una anfitriona maravillosa respetuosa y sobre todo gran anfitriona es una persona maternal y muy culta,1,catalan
Lo consiglio vivamente!!,1,catalan
"Coletteさん､今回は短い滞在に関わらず､大変お世話になりありがとうございます｡
私達は美しく､清潔な部屋に大満足しました｡さらに､美しく､上品な貴女の人柄に､もっとも美しいﾊﾟﾘを感じました｡
短い滞在では私達は満足できないので､再び彼女の家を訪ねることになるでしょう｡",1,catalan
"Impeccable.
Merci",1,catalan
"Al arribar, el pis estava tot per netejar dels anteriors clients. Per sort al posar-nos en contacte amb en Julien ens ho va solucionar. La televisió no funcionava i l’aigua calenta s’acaba força rapid i és difícil dutxar-se més d’una persona amb aigua (Website hidden by Airbnb) a punt positiu he de dir que el Julien ens ha deixat guardar les maletes al pis fins que marxava l’avió. En general, no ho recomanaria.",1,catalan
"Très bon accueil 
Super emplacement , appartement propre . 
Je recommande . 
Merci à Jonathan .",1,catalan
Petit appart très sympa en plein Paris. Je recommande!,1,catalan
"Bon accueil d'Isabelle. Très bel appartement, très propre ( conforme aux photos, peut-être mieux en vrai). Emplacement idéal pour visiter Paris avec de nombreux commerces de proximité. ",1,catalan
Terrific location. Spacious. Well laid out. Would stay again.,1,catalan
Super appart !!,1,catalan
"Appart tres sympa, calme avec commodités proches. On a beaucoup aimé. On recommande.",1,catalan
Conforme aux photos. Calme,1,catalan
"L’apartament és molt tranquil, és xicotet però molt confortable, és tal com apareix a les fotos.",1,catalan
L’espai és menut però molt confortable i molt net. La ubicació és molt bona. El llit és molt còmode. És molt tranquil.,1,catalan
"위치가 정말 좋습니다. 목, 일요일에 집 앞에서 바스티유 시장이 열려서 즐겁게 장을 볼 수 있어서 좋았습니다. 또한 도보 5분 거리에 까르푸가 있고, 집 앞에 Bréguet역이 있습니다. Bastille역도 도보 6분 거리에 있어서 파리 여행하기에 좋은 입지였습니다. ",1,catalan
Jean Michel is a great host. Es una persona muy atenta y respetuosa.,1,english
"Great, central location. Cozy space. Definitely recommend.",1,english
"Très joli studio, très propre que je recommande. Merci Stephan.",1,catalan
Excellent location. Good clean if compact apartment. Met all expectations.,1,english
Apparemment nickel. Super déco . Et confortable. Vous pouvez y aller sans problème. Je recommande.,1,catalan
Appartement parfait! Lorthios est très arrangeant! Je recommande vivement !,1,catalan
"Un très bel appartement, merci Nadia. 
Je recommande vivement. ",1,catalan
ALL GOOD ... no complaints at all,1,english
"Departamento pequeño tal cual la descripción, en un sexto piso desde donde se puede observar la Torre Eiffel.  Estación de metro ( Cadet) en la esquina. Gare du Nord a 5 cuadras. Caminando se llega en aprox  20 min a Montmartre y la basílica Sacre-Coeur, y en aprox 30 min al museo de Lovre y a Notre Dame. ",1,catalan
"Appartamento pulito, confortevole. Ospitalità impeccabile! 

Appartement confortable et propre. Hospitalité impeccable!",1,catalan
"super appart conforme a la description quatre super et très accessible 
katia trés dispo et arrangeante  
merci katia ",1,catalan
Convenient & Cozy place! Very nice! Recommend!!,1,catalan
"Daniel은 신속하게 응답했고, 집에 대한 정보를 정확하게 제공해주었습니다.
flat은 2.5층 정도 계단으로 올라가야하고, 방이 넓진 않지만 둘이 쓰기에는 괜찮습니다.
큰대문, 건물현관, 집현관 3중으로 되어 보안이 잘 될것 같습니다.
저녁에 집에 들어갈때 문들 옆에 등을 켤수 있는 스위치가 있습니다.
냉장고가 있어서 장본 음식을 보관하기 유용합니다. 다만 잠자리 예민하신 분들은 소파베드가 불편할수도 있을것 같고, 형광등이나 led등에 익숙한 한국사람에겐 다소 어둡다고 느껴질수 있습니다.
위치는 레알역, Etienne Marcel 역에서 가까워서 다른곳으로 이동할때 교통이 편리합니다.
파리에 있는동안 잘 머물다가 갑니다. 감사합니다.",1,catalan
Excellent!!,3,catalan
"Excellent emplacement, merci Polyna",1,catalan
"Excellent stay,!",1,english
Tres très sympa!,1,catalan
"Great stay, as usual! Merci Berenice!",1,english
"굉장히 깨끗한 집, 특히 에펠탑이 보이는 테라스를 가지고 있어 뷰가 훌륭합니다.
욕실, 주방에 필요한 물품들이 구비되어 있고,
기본적인 음식(식빵, 음료, 계란 등)도 제공됩니다.
지하철 8호선 commerce역에서 도보로 2~3분이고,
역 주변에 장을 보거나 쇼핑하기에 편리합니다.
가격만 맞다면, 어느하나 부족한면이 없습니다.",1,catalan
Bon accueil . Chambre correspond à la description . Jolie vue sur le Tour Eiffel .,1,catalan
"Purtroppo non abbiamo conosciuto.Jerome personalmente ma ci.ha aiutat (Website hidden by Airbnb) fornendoci indicazioni.precise su qualsiasi.cosa chiedavamo.
 (Website hidden by Airbnb) (Website hidden by Airbnb) l.appartamento.è delizioso. Molto.vivo.pieno.di.locali carini.e ottime.brasserie. speriamo di.poter tornare presto.a parigi.da.Jerome",1,catalan
L'apart de Ivo est superb!!,1,catalan
"l'apartament és molt acollidor i tranquil, tot i estar al bell mig de Le Marais, ja que l'edifici es troba al fons d'un dels tradicionals patis (impasses) bastant comuns a la zona.
és molt d'agrair que tingui ascensor (està situat a la quarta planta).
També diu molt al seu favor el fet de disposar de cancel·lació moderada, fet que permet, si és el cas, una anul·lació amb el reemborsament íntegre fins 5 dies abans de la data d'arribada.
Disposa de tot allò que necessites per passar uns dies, encara que alguns estris de cuina -com ara les paelles- haurien de renovar-se. 
El wi-fi ofereix una connexió de molt bona qualitat.
La calefacció i l'aigua calenta funcionen perfectament, molt important si viatges en ple hivern.
El llit és gran i comfortable, tot i que si ets una persona que es mou molt dormint, fa un soroll una mica incòmode.
L'atenció per part de Tatiana, la persona que en tot moment ha sigut el nostre contacte, és excel·lent, tant personalment com per telèfon, si hem necessitat contactar amb ella.
Definitivament, una molt bona opció per passar uns dies a Paris.",1,catalan
Super ! On a passé un excellent séjour! Je recommande :),1,catalan
"La descripció és correcta. És un apartament totalment reformat, en un edifici interior molt tranquil. Ésta situat a un tercer pis, sense ascensor. El pis estava perfectament net. Els mobles i la decoració son sobris i funcionals, no sembla que estiguis a casa d'una altra persona. Està situat a un barri ple de restaurants i bars, gens turístic. Està a cinc minuts de la Plaça de la República. L'apartament és molt lluminós i comfortable. Els únics inconvenients que hem trobat és que la televisió estava espatllada i no la vam poder veure durant tota la estada i que no hi ha assecadora per a la roba, com diu a la descripció. La nostra valoració és molt bona. El Yohann va estar molt atent i ens va donar les indicacions que li vam demanar sobre la ciutat. Una experiència molt positiva.",1,catalan
"Studio tres agréable, cosy, Et calme.",1,catalan
Pasamos unos dias maravillosos en Paris. EL departamento de Jonathan es precioso. Pequeño pero muy acogedor. Jonathan es un excelente anfitrion. Nos recibio y además nos llevo a conocer el barrio....genial todo.,1,catalan
"ﾎｽﾄのPatriciaさんは到着前から色々な気遣いをしてくれるとても親切な方で､質問ﾒｰﾙには直ぐに明確な返答をくれ､何かと予定通りに行かない子連れ旅にも理解を示し､ﾌﾚｷｼﾌﾞﾙな対応をしてくれました｡最終日には息子さんがﾀｸｼｰの手配迄してくれて､本当に助かりました｡
子供が遊ぶのに十分な広いﾘﾋﾞﾝｸﾞがあるﾃﾞｭﾌﾟﾚｯｸｽ･ｱﾊﾟｰﾄﾒﾝﾄは改装され明るく清潔で快適､寝室のﾃﾗｽからはｴｯﾌｪﾙ塔の上の方が見え心踊ります｡
住居は最寄ﾒﾄﾛ駅から徒歩2分､近所にはﾊﾟﾝ屋､八百屋､肉屋(惣菜有り)､ｽｰﾊﾟｰﾏｰｹｯﾄ､ﾋﾞｽﾄﾛやﾚｽﾄﾗﾝも数軒ずつある､とても便利で動き易い素晴らしい立地条件は､もっと長居したくなる快適さです｡空港ﾊﾞｽの発着所でもあるﾓﾝﾊﾟﾙﾅｽ駅からﾀｸｼｰで10分足らずなのも助かりました｡ｺｽﾄﾊﾟﾌｫｰﾏﾝｽ大満足の､お勧めの滞在先です｡",1,catalan
Great location! Felt like a true Parisian!,1,english
"일단 뷰가 너무좋고, 객실상태도 다른 Airbnb 에 비해 양호했다.
아래층에 아기가 살고있어서 조용이해야되서 조금 신경쓰이긴했지만
위치도 아주 좋으며, 대체로 만족스러운 숙소였습니다.",1,catalan
"Grand appartement, calme. Hôtes accueillants. A 2 pas de st Lazare. ",1,catalan
"Excellent accueil de Colette
Chambre et s'en impeccables",1,catalan
Excellente adresse. Colette & Pierre sont très attentifs à la qualité de l'accueil.,1,catalan
L'apartament d'en Maurice és petit però està molt ben comunicat. Va ser molt amable deixant-nos entrar abans de l'hora establerta. Molt recomendable.,1,catalan
Espetacular,2,catalan
"Clean , perfect area, great host",1,english
"良いところ :
* ﾎｽﾄの返答が速い｡また､質問に対しても親切な応答を返してくれる｡
* ｲﾝﾀｰﾈｯﾄが非常に速いし安定している｡おそらくWiFiは11ac 対応のﾙｰﾀを使っている｡
* ﾛｹｰｼｮﾝが素晴らしい｡体調が悪くなっても簡単に戻ってくることができた｡近くにはｽｰﾊﾟｰﾏｰｹｯﾄやﾚｽﾄﾗﾝがあり､生活にも困らないだろう｡
* ﾏｯﾄﾚｽの寝心地がよかった｡
* 食ﾊﾟﾝや紅茶などを用意しておいてくれた｡朝食として食べた｡食器も一通り揃っている｡
* 街中だが静か｡ｱﾊﾟｰﾄ内の住民(と思われる人々)も親切｡
* 内装がｵｼｬﾚだった｡

悪かったところ
* TVが破損しており視聴できなかった｡ﾌﾗﾝｽ語分からないので困りはしなかったが､descriptionと異なる内容である｡
** 私が破壊したと思われては困ると思いﾎｽﾄに連絡を取ったが､とある旅行者の子供が破壊したため置き換える予定だとの返答を頂いた｡
* ｶｰﾍﾟｯﾄが濡れており､また異臭を放っていた｡おそらく乾いていないまま敷いていたため､臭いが吸着していたか生乾きのようになっていたと思われる｡
** ﾎｽﾄに部屋の外に置いておいていいか相談したところ､ｱﾊﾟｰﾄのｸﾘｰﾆﾝｸﾞ業者に持っていかれないようにしてくれれば置いておいてよいと快諾いただいた｡",1,catalan
"Great area, clean apartment, perfect! ",1,english
Aucun contact avec l'hôte hormis par SMS. RAS sinon,1,catalan
"Super sympa, idéalement situé ! ",1,catalan
"Pésimo apartamento y súper maleduca la propietaria, TODO UNA FARSA, es vergonzoso que no pueda subir las fotografías de la casa, llenas de mugre, polvo, toallas usadas, armarios lleno de ropa, la nevera con comida podrida, ducha sin limpiar y suciedad.
REPUGNATE.
RECOMIENDO NO COGER ESTE APARTAMENTO,HE TENIDO QUE DEJARLO Y PAGARME EL HOTEL Y ÑA PROPIETARIA NO HA QUERIDO DEVOLVER EL DINERO DESPUÉS DE PRESENTAR ESA VERGÜENZA, LAMENTABLE 
ES SU CASA , DONDE EN NINGÚN MOMENTO SE NOS INFORMÓ QUE ERA SU VIVIENDA HABITUAL.
Viajamos una familia de 4 personas!, durante 5 dias, donde no hay ningún espacio para dejar las cosas. Pagando 1000 euros, es normal no podes sacar las cosas de la maleta? 
Es vergonzoso tener que pagar por la limpieza cuando el apartamento esta lleno de mierda, con manchas, toallas usadas.
UNA VERGÜENZA ",1,catalan
Celine's apartment is perfect.,1,catalan
"Simple
Propre
Efficace
Top
Merci Hervé",1,catalan
"Segona vegada a l'apartament d'en Didier. Està molt ben ubicat, és confortable, net iben equipat. L'hoste és molt atent i agradable.Del tot recomanable.",1,catalan
