comments,N,lang
Charismatický a slunný byt na krásném místě v dobré ulici a umělecké čtvrti. Vynikající dostupnost všech klenotů Paříže. Chantal nám  poskytla řadu výborných typů  včetně map i knih. Chantal miluje umění a její  byt to jen podtrhuje. Vřele doporučuji.,1,czech-iso8859_2
"Byt byl velice útulný a na dobrém a klidném místě, ne moc vzdáleného od metra a nádraží. Ubytovatelé byli velice vstřícní.",1,czech-iso8859_2
"Pokoj je na Pariz opravdu prostorny a s krasnym vyhledem.  Lokalita je skvela, hned vedle vstupu do Muzea d´Orsay.  Alex byl velmi prijemny a rychle reagoval na vsechny dotazy. Koupelnu jsem sdilela s Alexovou spolubydlici, ale nikdy nebyl zadny problem. Velmi pohodlne a velke postele.  Kuchyň je k dispozici po celou dobu. Pokoj se da zamknout pouze zevnitr, ale citila jsem se tam bezpecne a ani neměla pocit, že pokoj musím zamykat, když jdu pryč, ale raději na to upozorňuji, pokud to je pro někoho důležité. Můj pokoj byl čistý a uklizený, zbytek bytu může působit pro některé lidi trochu neudržovaně se starým nábytkem, ale to mi nevadilo a brala jsem to jako prostor majitele. Já byla moc spokojená a určitě se u Alexe ubytuji zase příště.",1,czech-iso8859_2
"Vyborné pohoštění, paní milá, pomohla nám, vše ukázala. Jako doma ❤️",1,czech-iso8859_2
"Dobrá lokalita pro výjezdy a pochody k památkám. Eiffelova věž asi 10 minut pěšky. Rušná ulice, doporučuji si vzít pro horší spáče špunty do uší. Byt pěkný a pro turisty plně dostačující.",1,czech-iso8859_2
"Ubytování se nám líbilo, byt byl útulný, čistý. Popis a komunikace-vše skvěle fungovalo. Velký problém jsme měli s hlukem z ulice.",1,czech-iso8859_2
"Byt je menší, ale je zde vše potřebné. Pro dva ideální. Nic nám zde nechybělo a s ničím nebyl žádný problém! Všude bylo čisto a uklizeno. Komunikace byla velmi dobrá, téměř okamžitá reakce na (Website hidden by Airbnb) což nás velmi mile překvapilo. Pobyt u Vladimira doporučujeme!",1,czech-iso8859_2
Not a,1,czech-iso8859_2
"북역 근처라서 교통 편리하고, 아파트가 넓고 조용했어요. ",1,czech-iso8859_2
"Skvělý hostitel, vyjde se vším vstříc. S čímkoliv pomůže, zajímá se a je pořád na příjmu. Mně pomohl realizovat i mé nestandardní přání! :) Byt útulný, čistý a hned na metru. Mohu jen doporučit!",1,czech-iso8859_2
Úžasný pobyt. Vše velmi čisté. Krásný pokoj s vlastní moderní koupelnou. Hostitelé jsou moc milí. Rozhodně toto ubytování doporučuji při návštěvě Paříže.,1,czech-iso8859_2
Very nice !,2,czech-iso8859_2
"S bydlením u Manon jsem byla já i moje mamka spokojená! Byt je prostorný, hezky zařízený a měly jsme k dispozici opravdu vše, co jsme potřebovaly. V bytě jsme většinou pobyly jen přes noc, kdy jsme díky velké a pohodlné posteli nabraly hodně sil, nicméně jsem přesvědčená, že by se nám u Manon líbilo, i kdybychom měly být """"""""doma"""""""" častěji. Akorát bychom mohly dostat nějaká ramínka na oblečení...
Byt je velmi dobře dostupný, cca 5 minut od metra a díky tipu na místní pekárnu jsme si ráno pochutnávaly na výborných bagetách a croissantech! Děkuji za ochotu poradit nám cokoli, co bylo třeba (doprava, tipy na restaurace...).
Doporučuji! Přístě bych volila stejně! :-)",1,czech-iso8859_2
"Setkáni proběhlo přesne dle dohody, byt přesne zodpovída nabídce. Vynikajici poloha vedle stanice metra. Skvělé místo pro vyražení do města. Oceňuji parkovací místo v podzemní garáži. Perfektní pobyt, Thomas byl skvělý hostitel.  ",1,czech-iso8859_2
"Moje první skušenost s Airbnb dopadla na výbornou! S Charles sme komunikovali před cestou i po příjezdě a tak sme bez obav dorazili a hned si mohli užívat Paříž. Lepší lokalitu sme si ani vybrat nemohli. Prakticky je vše blízko. Porte Maillot, metro, Trocadero a první pohled na Eiffel Tower byl neskutečný. Ubytování bylo útulné, praktické a čisté. K dispozici rychlý internet. Byl jsem velmi spokojen :)",1,czech-iso8859_2
"Na víkendový pobyt se to může zvládnout, ale týden je příliš. Když jsme tři hodiny po check-inu přijeli, tak zde byly mokré ručníky a rohožka z koupelny, pak došel uklízeč a vzal špinavé věci.  Matrace a prostěradla jsou plné fleků. Matrace má nejlepší časy za sebou a gauč je celý rozvrzaný.  Mýdlo a jar nebyly. Pro mýdlo nás poslal, že ho proplatí,... A když jsme se vrátili z dovolené, tak mi poslal fotku, že má díru v ručníku, na fotce bylo vidět, že je to způsobené předchozím opotřebením. Okolí je krásné, ale tohle už nechci nikdy zažít.  A radši si zaplatím hotel, protože tohle airbnb ubytování stálo za to a už nikdy více. ",1,czech-iso8859_2
Very nice place to stay!!!,1,czech-iso8859_2
"Jose 는 매우 친절하고 답변이 빠르다.
인덕션이 고장났는데 다음날 바로 바꿔줬다.
에펠탑이 보이는 전망이 맘에든다.
둘이서 사용하기에는 조금 좁은 편이지만, 혼자오는 여행객에게는 괜찮을것이다.",1,czech-iso8859_2
"Popis nabídky byl přesný. Vše uvedené v popisu nabídky bylo k dispozici. Měl jsem k dispozici všechny potřebné informace. Vše proběhlo, jak bylo domluveno, hladce a bez komplikací. Rémy aktivně komunikoval před pobytem i během pobytu. Vřele doporučuji.",1,czech-iso8859_2
"Ubytování v pohodě, Norris skvěle komunikuje, se vším poradí. Doporučuji.",1,czech-iso8859_2
"Renaud是个特别nice的房东,作为单身男生能把房间收拾这么整洁,同时我很喜欢他的客厅,有趣的书籍和摆设,作为一个画家,有很多小收藏｡房间设备齐全,连香氛和蜡烛都准备了,我们刚好在七夕在阳台上过了一个愉快的烛光晚餐｡给房东带了茶叶作为礼物,沟通顺畅,还提供了无比便利的周边各类指南｡位置很方便,下次来巴黎还会住这里｡",1,czech-iso8859_2
"Remi je milý a vstřícný, výborná komunikace. Byt je úžasný, nečekaně velký, stylově a funkčně zařízený. Výhodná poloha, několik kroků od stanice metra. K Louvru 15 minut pěšky. Vřele všem doporučuji. Děkuji Remi.",1,czech-iso8859_2
had a nice stay,1,czech-iso8859_2
"Lawa je moc milá a přátelská. Čekala na nás do 12 večer, než jsme k ní dorazily. Je velmi snadné se k ní dostat, protože dům je hned u metra. Pokoj byl útulný s oknem do dvora. Dostaly jsme ručníky a každé ráno nám dělala čaj. S pobytem jsme byly naprosto spokojené, Lawa nám ve všem vyšla vstříc. Je pravda, že v bytě kouří, ale nebylo to nic hrozného. Bydlení u Lawy mohu vřele doporučit. Hana",1,czech-iso8859_2
"Byt můžeme rozhodně doporučit. Lokalita kousek od centra a od metra, v dosahu mnoho obchodů a živá ulice, přitom byt je v boční, klidné ulici. Dům je hezký, klidný, čistý, s výtahem, krásně se tu spalo. Byt je středně velký, pro 4 osoby ideální, s kompletním zařízením včetně žehličky, kávovaru, televize ad. Čistě uklizený, hezký, stylově zařízený, přesně jak by člověk od Paříže očekával. Osobité místo, jednoduchá domluva ohledně předání klíčů, možnost domluvit příjezd a odjezd podle potřeby, nic nebyl problém. Z letiště se dá mimo provoz dojet za půl hodiny.",1,czech-iso8859_2
Very available host. Pefect stay. thank you,1,czech-iso8859_2
Nice Place.,2,czech-iso8859_2
"V bytě jsme bydleli čtyři dny a velmi jsme si to užili. Byt je hezký, útulný. Překvapilo mě že je celkem malý, ale pro čtyři lidi na kratší pobyt byl akorát. Okolí nám připadalo celkem klidné, stanice metra i supermarkety (Lidl) jsou nedaleko. Ideální. Moc děkujeme :-)",1,czech-iso8859_2
Good Place to Stay!,1,czech-iso8859_2
Very nice nice place!,1,czech-iso8859_2
No problem.,1,czech-iso8859_2
nice house,4,czech-iso8859_2
"v apartmán u jsme byli ubytování ve čtyřech a stačilo nám to. V apartmánu se nám moc líbilo. Je zhruba dvě minuty od metra a blízko menšího krámu s potravinami. Benjamin nám vyšel vstříc při odjezdu, kdy jsme se mohli zdržet déle.",1,czech-iso8859_2
Very nice home!,1,czech-iso8859_2
"Ubytování u Damiena bylo skvělé, byt splňoval vše, co jsme si přáli. Tedy bydlení na klidném místě nedaleko Montmartru, v dosahu metra a také stanice kol Vélib. Ta je hned u Damienova bytu, stejně jako skvělá francouzská restaurace a pekárna. Byt je maličkatý (hlavně koupelna je opravdu velmi malá), ale pro týdenní dovolenou v Paříži to bylo naprosto dostačující. Damien je vynikající hostitel, pomohl nám se vším, o co jsme ho požádali. Doporučujeme všem cestovatelům, kterým stačí jednoduché ubytování, protože budou celé dny trávit v ulicích Paříže.",1,czech-iso8859_2
Very lovely place ☺,1,czech-iso8859_2
"Podkrovní romantické ubytování  s dechberoucím výhledem na Sacré-Cœur. Vhodné pro kuřáky. Šest pater bez výtahu prověří vaší kondici :-)
Užili jsme si krásný pobyt v Pařiži. Doporučuji!",1,czech-iso8859_2
"Ubytování u Marie-Anne můžeme vřele doporučit, výborná poloha, čistý byt, skvěla komunikace s hostitelkou. ",1,czech-iso8859_2
Very Nice People,1,czech-iso8859_2
바로 앞에 지하철 역이 위치하고 있고 몽마르트 언덕등 도보로 근처를 관광할곳도 많습니다. Benjamin 또한 매우 친절하고 저희가 5박 6일 동안 파리여행을 하는데 많은 도움을 주었습니다. 현지인과 함께 생활하면 불편하다는 생각도 할 수 있지만 또 그에 상응하는 색다른 즐거움도 있었습니다. 아무튼 좋은 숙소였습니다☺️,1,czech-iso8859_2
Very nice hotel.,1,czech-iso8859_2
"Super ubytování, vynikající komunikace a nebyl problém ani ubytování v 1h ráno. Byt ve 3tim patře bez výtahu, ale to není žádný problém. Obchody s jidlem, ovocem a zeleninou či pekárny do 100m od ubytování.",1,czech-iso8859_2
"Zajímavý byt, na dobrém místě. Vše v pořádku.",1,czech-iso8859_2
OK place,2,czech-iso8859_2
"Velmi pěkný světlý a čistý byt, klidné místo s okny do zahrady, ostatní v místě (obchod, restaurace, bus, stanice RER a metro - 5 minut pešky). Výborná výchozí pozice pro poznávání Paříže (Eiffelova věž - 10 minut pěšky, přímé autobusy do ostatních historických částí, RER do Versailles). Velmi ochotní a vstřícní hostitelé. Rémy nás při příjezdu ochotně provedl po okolí. Vždy byl ochoten pomoci, poradit. I v průběhu pobytu ověřoval mailovými dotazy naše potřeby, požadavky. Mohu jednoznačně doporučit jako ideální výchozí místo pro poznávání Paříže.

Shortly speaking: nice bright and clean apartment overlooking the garden, nice place close to Eiffel tower (10 minutes walking), nice communicative host. Rémy showed us after arriving home, neighborhood, shops, neighborhood, shops, restaurants, bus stop, RER and metro station and provided a lot of other infomation. Every time during our stay he was prepared to assist us. We were very pleased to stay there. 
Thank you Rémy. I wish you all good. Jan, Renata, Lenka and Elisabeth",1,czech-iso8859_2
"Byt se nachází v centru, patnáct minut od Sacré-Cœur, skvělá dostupnost všude i pěšky.  Byt byl plně vybavený, útulný a čistí. Navíc na nás čekal sekt a káva na ráno :).",1,czech-iso8859_2
"Ubytování přesně odpovídalo popisu a fotografiím. Podkrovní byt je citlivě rekonstruovaný, čistý a dobře vybavený. Cítili jsme se v něm velmi příjemně. Velkou výhodou je též umístění v klidné ulici, ale zároveň v centru města a v blízkosti 3 stanic metra. Obchod s potravinami je jen 2 minuty chůze a v blízkém okolí je mnoho různých restaurací. Louvent nám ochotně poskytl hodně užitečných informací a doporučení. Jedinou nevýhodou je absence výtahu v domě, což nám ale vzhledem k ostatním kvalitám ubytování nevadilo. Toto ubytování můžeme jen doporučit. Milan a Hana.",1,czech-iso8859_2
"Maličký byt ve skvělé lokalitě. Bezvadná a rychlá komunikace s Tomem, je to sympaťák. Nevýhody jsou pouze záchod na chodbě a šest pater schodů, nijak nás to však neomezovalo, naopak, je to něčím zajímavé. Toma a jeho ubytování vřele doporučuji.",1,czech-iso8859_2
"4일동안 이곳에서 지냈는데 생각보다 훨씬 좋은공간이었어요.
이곳은 Brigitte의 작업실로 작업이 끝나면 그녀는 집으로 돌아가기때문에 저녁시간에는 온전히 이집을 사용할수있어서 좋았습니다. 조용한 동네여서 소음도 없고 아침에는 새소리가 들리는 파리의 아침을 맞이할수도 있었습니다. 거의 단점이 없을정도로 너무 좋았구요 특히 집전체적으로 청결해서 완전 만족했습니다. 다만 에펠탑이나 샹젤리제거리쪽과는 먼 곳이라 1일1에펠은 못했어요~ 그래도 루브르박물관이나 노르트담성당쪽과는 20분이면 갈수있는곳이라 편하게다녔습니다.  다음에 또 이용할수있다면 또 방문할의사가 있을정도로 만족스러운 저의 첫 에어비앤비였어요.",1,czech-iso8859_2
"Byt je v blízkosti metra 2 a 11,kterými se dostanete všude po Paříži rychle.",1,czech-iso8859_2
"Studio je asi 10 minut od Eiffel tower, má skvělou dostupnost na metro. Poblíž je obchod a spousta restaurací za přijatelné ceny. Hlavní vchod do domu je velmi bezpečný, do domu se nedostanou cizí  osoby. Studio je hezky vybavené a pan Andrew je moc milý. Dekujeme za moc hezký pobyt.",1,czech-iso8859_2
"Ubytování u Mehdiho bylo super, vyšel nám vstříc ohledně příjezdu, byt byl příjemný a klidné malé uličky okolo Sacre Coeur se nám líbili z Paříže snad úplně nejvíc :)",1,czech-iso8859_2
"Vše v nejlepším pořádku, skvělá komunikace, byteček odpovídal přesně popisu, velmi útulně a vkusně zařízený, perfektní poloha, vřele doporučujeme a rádi se někdy vrátíme...",1,czech-iso8859_2
Nice Host! Very Helpful!,1,czech-iso8859_2
"Perfektní byt na skvělém místě. Kousek na metro i na Montmartre. Když se vykloníte, z balkonu dokonce videt Sacre Coeur. Marie na nás čekala večer a vše bylo moc milé. ",1,czech-iso8859_2
"Elisabeth byla skvělá hostitelka, byt byl čistý a zcela připravený pro náš příjezd. Byteček je sice malý, ale vše, co jsme potřebovali, v něm bylo, navíc největší výhoda je jeho excelentní poloha! Veškeré zajímavosti Paříže jsou v pěší vzdálenosti, 3 minuty chůze jsou různé linky metra i RER. Elisabeth komunikuje téměř okamžitě, navíc byla ochotná nám i poradit a vyhledat potřebné informace. Vřele doporučuji, příště bych se sem určitě vrátila! A ještě jednou díky :) ",1,czech-iso8859_2
"Byt Linny byl velmi dobře vybavený, čistý a odpovídal přesně jejímu popisu. Pro naší pětičlennou rodinu byl dostatečně prostorný. Metro je velmi dobře dostupné (cca 80 metrů od bytu), obchody s potravinami jsou dostupné také ve stejné v ulici. Do Paříže jsme přijeli autem a měli jsme trochu problém najít parkovací místo v blízkém okolí. Linna nám pomohla při hledání vhodného parkovacího místa. Doporučujeme při cestě autem vyhledat parkovací místo dopředu. S pobytem jsme byli u Linny jsme byli velmi spokojeni a doporučujeme ho.",1,czech-iso8859_2
"房子周边很安静,位置比较安全,mooz和她的闹二狗都很好,喜欢狗狗的一定选择这里｡其次有什么问题都可以咨询mooz｡她人很好的~总之在这里度过了难忘的假期~",1,czech-iso8859_2
"Mooz 人超级nice,还有一条萌萌哒的牛头梗~很棒的入住体验!",1,czech-iso8859_2
Very nice Hotel..,1,czech-iso8859_2
"Dostupnost bytu je blízko metra, část ulice je klidná. Byt je dobře vybavený, je tam vše co potřebujete. Komunikace s Paulem byla rychlá. Byly jsme s kamarádku moc spokojené a byt doporučujeme.",1,czech-iso8859_2
Very nice place!!!,2,czech-iso8859_2
Thank you very much !,1,czech-iso8859_2
Short stay,1,czech-iso8859_2
Ludovic 很好客 完全解答我的疑問 乾淨舒適的環境 雖然遠離市中心但交通很方便 附近更有超級市場供住客購物 清楚交代check in/ out時間 十分推薦入住,1,czech-iso8859_2
Nice hostel,2,czech-iso8859_2
"Pokoj čistý, uklizeny,zařízený. pro tři lidi na vyspání v pohodě.... Koupelna, záchod taky v čistotě. V okolí veškerá vybavenost (kavárny, potraviny cca 10 metru přes ulici, 200 m mcdonald.), 3 minuty na metro.... Vic jsme nepotřebovali! Takže za nas spokojenost...",1,czech-iso8859_2
Lovely stay!!!!,1,czech-iso8859_2
very nice house,1,czech-iso8859_2
"Byteček bych malinkatý, ale útulný, krásný a čístý! Lokalita byla účasná - centrum Paříže bylo na dochod. Lise jsme sice potkali, ale vše proběhlo bez problémů, byla stále na telefonu a pomohla nám se vším, ším jsme potřebovali. Až pojedu znovu do Paříže, rozhodně se ubytuji zase u Lise!",1,czech-iso8859_2
"Very Nice flat, very nice host!",1,czech-iso8859_2
A nice house,1,czech-iso8859_2
"Perfektní ubytování v srdci Paříže, kousek od Eiffelovy věže a všech zásadních monumentů, které jsou odsud v pěším dosahu. 
Servis ubytování byl naprosto profesionální s v ničem si nezadal s luxusním hotelem. Rovněž perfektní snídaně, příjemná živá ulice s výhledem na osázené stromy a naproti krásný kamenný dům z počátku 20. století. Pokoj prostorný a čistý, permanentní recepce 24/24, zkrátka maximální spokojenost. Díky moc!",1,czech-iso8859_2
Very Nice place.,1,czech-iso8859_2
Very nice hosta,1,czech-iso8859_2
Thank you so much,1,czech-iso8859_2
"如果我还会去巴黎,我一定会继续住这个公寓的,我必须好好的推荐给我身边的任何要去巴黎的朋友,首先,JOSS是一个很绅士的人,我们的火车晚点了一个小时,他在公寓里面等了我们超过一个小时;第二,公寓的地段很好,离地铁站只有五分钟的距离,在路上还能看到荣军院;第三,公寓客厅的阳台､厨房､卧室都能看到很完整的铁塔｡没想到我们在那么靠近出发的时间能租到如此漂亮的公寓,在巴黎的旅程中,是一个最完美的回忆;第四,公寓很新,东西很整齐很干净,我们在公寓里面做早餐吃,一切都很美好;第五,公寓的周边有超市､酒吧､餐厅､咖啡厅,满足我们的所有要求｡",1,czech-iso8859_2
진짜 좋아요. 역세권에 친절하고 안전해요 깔끔하고,1,czech-iso8859_2
Lovely place & nice service.,1,czech-iso8859_2
Yannick is a very nice host,1,czech-iso8859_2
Všetko bolo také ako na fotkách. Pekná a utulná izba. Blízko zastávky metra.,1,czech-iso8859_2
Hostitelé byli úžasní a velmi ochotní. Byt byl velmi malebný a byl na krásném místě. Byla jsem opravdu velmi spokojena. A všem doporučuji.,1,czech-iso8859_2
Přijeli jsme s přítelkyní až kolem 23hod a hostitel na nás čekal přímo na bytě. Byl maximálně ochotný a milí. Byt je ve výborném stavu. Není si na co stěžovat. Rozhodně doporučujeme!,1,czech-iso8859_2
Místo je na skvělém místě! Dostanete se všude a rychle. Ubytování moc příjemné.,1,czech-iso8859_2
Great stay n a nice hotel.,1,czech-iso8859_2
Very Nice stay.,1,czech-iso8859_2
"Moc krásný, prostorný a čistý byt ve vynikající lokalitě. Bezproblémová komunikace s hostiteli. Můžeme vřele doporučit.",1,czech-iso8859_2
Very nice stay :),1,czech-iso8859_2
nice lovely home,1,czech-iso8859_2
Byly jsme moc spokojeni. Zázemí pro dvě děti vyborne. Příjemné prostředí. Děkujeme a doporučujeme.,1,czech-iso8859_2
Děkujeme moc za ubytování. Velice blízko Tour Eiffel. Hezke klidne misto. V okolí vse co potřebujete. Rodina pohostinna a příjemný lidi. Paříž je misto které doporučuji navštívit a tímto děkuji Christophe za možnost využít jeho bydlení pro nás.,1,czech-iso8859_2
"用中文來甶言比較公道一點,始終在表達上更準確｡
如果你是第一次來巴黎,這個公寓實在是非常好的選擇,原因在於它的選址｡每個第一次來巴黎的人,通常擔心的是治安問題,住在這個區則完全沒有治安上的擔憂｡第二是言語不通,而JOHN的這個公寓處於遊客區的中心,附近所有商戶用英語溝通也是毫無困難的｡第三是對外的交通,常聞言道巴黎的地鐵往往令人有不快的經歷,但因為這個公寓附近的巴士線四通八達,五日的旅程我一次地鐵也沒有坐過,這也是我在入住前的考慮｡
誠言,這個公寓的價格是有一點高,但在其配套上也是值得起這個價錢｡",1,czech-iso8859_2
M é muito amável,1,czech-iso8859_2
"Krásný byt, dobrá lokalita a moc hodný pan hostitel. Děkujeme za příjemný pobyt! Všem můžu doporučit!",1,czech-iso8859_2
"Byt je krásný,malý a romantický na nádherném místě.Stanice metra je za rohem,obchod s jídlem naproti.Byli jsme velmi spokojeni.",1,czech-iso8859_2
"这个地方交通方便,离卢浮宫也不远,you j走路即可到达｡附近有很多吃饭的地方｡不过房间里面没有电视｡",1,czech-iso8859_2
Nice stylish place,2,czech-iso8859_2
Had a nice stay,2,czech-iso8859_2
We had a nice stay.,1,czech-iso8859_2
Fantastic place. Perfect stay. Thank you ;-),1,czech-iso8859_2
"Ok
",1,czech-iso8859_2
"Ubytování  splnilo naše očekávání k našim požadavkům, co se dostupnosti metra i jichých míst týče. Kominikace s majitelem byla skvělá. I co se vybavení a čistoty týče, bylo vše v pořádku. Toto ubytování doporučujeme.",1,czech-iso8859_2
nice hotel,2,czech-iso8859_2
Was very nice stay,1,czech-iso8859_2
"Zajímavé ubytovani, doporučuji.",1,czech-iso8859_2
lovely stay!,1,czech-iso8859_2
Very nice apt.,2,czech-iso8859_2
"Skvělé ubytování kousek od centra Paříže, velmi hezký byt odpovídající prezentovaným fotografiím a k tomu příjemný hostitel. Díky, Clément!",1,czech-iso8859_2
Výborná lokalita v prvním pařížském arrondissementu - v okolí nepřeberné množství asijských (zejména korejských a japonských restaurací). Pěšky blízko také k grands boulevards.,1,czech-iso8859_2
"窗外就是铁塔的照片不是在这所公寓里拍摄的,需要把大半个身子伸出窗外才可看见铁塔｡厨房､卫生间设施很好,客厅的装潢很适合拍出美美的照片,但卧室就立刻简朴很多｡总体来看相较于我们住过的其他B&B,这一间性价比是最低的｡的确是非常安静安全的街区,附近就有小型超市,步行至地铁站大约七分钟｡管家Roseby很亲切热情,询问并帮我们预约好了退房日去机场的出租车｡",1,czech-iso8859_2
Skvělá lokalita. Jonathan byl ochotný a vždy rychle komunikoval. Mohu doporučit.,1,czech-iso8859_2
Wifi is a problem.,1,czech-iso8859_2
"Good, but you could not cook",1,czech-iso8859_2
Really nice hostal.,1,czech-iso8859_2
Nice hostel!,1,czech-iso8859_2
"Skvělá lokalita, centrum Latinské čtvrti, značnou část centra zvládnete pěšky.
Živé okolí, hlučné prostředí, ideální pro mladé páry, méně vhodné pro rodiny s dětmi.
",1,czech-iso8859_2
Very nice place to stay.,2,czech-iso8859_2
Perfect stay! Very nice Host :),1,czech-iso8859_2
"Jean的位置还是比较好｡房价位于一栋住宿楼里面,非常安静｡路对面就是家乐福,不足一分钟就可以到地铁站｡地铁站附近也有餐馆和其他超市,非常方便｡如果吹毛求疵的话,就是楼下地铁站的线路有点少哈哈｡需要走到另一个15分钟步行的地铁站去巴黎的景点,另外那个地铁站旁边有中餐馆和中超｡
房间内部和图片一样,是一个studio的户型,卫生间､厨房和客厅｡客厅的沙发床打开后很大,睡起来还是比较舒服的｡厨房的厨具非常多,但是有点陈旧和杂乱｡但还是比较干净的｡另外有一个遥控器可以控制基本客厅所有电器,感觉非常高端｡
入住时Jean的朋友帮忙完成的,虽然英文不是非常好,但是还是完成了基本的入住沟通,并留下她英文很好的儿子的联系方式如果需要帮助的话｡事实上check-out就是他帮忙完成的,答应了我们非常紧急的上午9点check-out要求,很棒｡
总的来说还是推荐推荐的一处房源,尤其对于不想花太多钱在市中心酒店的旅客｡
",1,czech-iso8859_2
"주택가라 조용해 산책하기 좋아요. 
마트도 앞이라서 편했고 역에서도 에스컬레이터가 있어 좋았습니다. 

Host도 너무 친절하시고 아침 식사도 챙겨주셔서 좋았습니다. 

감사합니다. ",1,czech-iso8859_2
Lovley hosts. Nice place :),1,czech-iso8859_2
Very nice Place,1,czech-iso8859_2
Very nice stay :-),1,czech-iso8859_2
"Vyborna lokalita,velky a prostorny byt,perfekt e vybavena kuchyn,,ale ocekavejte v noci hluk z ulice ,topenj v byte nedostatcne.",1,czech-iso8859_2
"Pěkný a čistý byt přímo na metru, v přilehlém parku pěkný výhled na Paříž.",1,czech-iso8859_2
"위치가 상당히 좋습니다. Versailles로 갈 수 있는 Montparnasse 역이 걸어서 5분 거리 내에 있어 거의 모든 시내 버스가 지나다니고 치안도 상당히 좋은 듯 합니다. 지내는 동안 지하철과 기차가 파업하는 바람에 기차나 지하철은 거의 이용하지 않았지만 왠만한 관광지는 버스로 갈 수 있어 문제가 되지 않았습니다.

숙소는 Host가 제공한 사진과 동일하며, 세면대가 좀 작아 세수하는데 불편한 점 외에는 숙소 자체에 불만은 전혀 없었습니다.
숙소에 세탁기는 없지만 근처에 셀프 세탁소가 있고 일반 마트도 많습니다.

숙박비도 저렴한데다가 Host인 Solal은 친근하고 Guest를 잘 배려해 주는 사람인 것 같습니다. 지내면서 궁금한 사항이나 프랑스 현지 상황에 대한 정보는 Host를 통해서 많이 얻을 수 있으니 참고하시기 바랍니다.",1,czech-iso8859_2
Okay place to stay.,1,czech-iso8859_2
Nice house!,2,czech-iso8859_2
"Francoise a Miriam byly velmi přátelské a milé,ochotné poradit, každé ráno jsme měli přichystanou snídani, perfektní domluva,super lokalita.Doporučujeme !!!",1,czech-iso8859_2
"Christopher je velmi milý a přátelský hostitel. Byt je čistý, uklizený s dobrou dostupností veřejné dopravy - metro se nachází pár metrů od ubytování, je tak tedy velmi jednoduché dostat se rychle a pohodlně do centra Paříže. Pobyt zde byl velice příjemný :-)",1,czech-iso8859_2
Very very good!!! Nice house!!,1,czech-iso8859_2
Very  very  nice!!,1,czech-iso8859_2
"Bezvadné, skromné ubytování ",1,czech-iso8859_2
see you next time,1,czech-iso8859_2
Oklm,2,czech-iso8859_2
Thank you very much,2,czech-iso8859_2
Very nice airbnb,1,czech-iso8859_2
Ubytování mohu vřele doporučit. Po domluvě jsme se ubytovali dříve a i v bytě jsme při odjezdu mohli zůstat déle. S Marcem byla pohodová domluva a vše bylo jak má být.,1,czech-iso8859_2
"Pěkný byt,skvělá dostupnost,milá komunikace.",1,czech-iso8859_2
Lovely stay. Nice People :-),1,czech-iso8859_2
"立地は､ﾉｰﾄﾙﾀﾞﾑ寺院がｾｰﾇを挟んですぐにあります｡
部屋の窓からは絵葉書で見るようなﾊﾟﾘの姿が目に入ります｡
大きなﾎﾃﾙだと､ﾄﾞｱを開けると長い廊下になりますが､ｱﾚｷｻﾝﾀﾞｰさんの家の場合､部屋をでるとすぐにﾊﾟﾘの空気を吸うことが出来て良かったです｡ｶﾙﾁｪﾗﾀﾝにあり､ｶﾌｪ文化を味わえます｡食事には一切困りませんでした｡すぐ近くのｶﾌｪで夜の12時に食事を終えたこともありました｡
地下鉄の駅もﾊﾞｽ停も近くにあるので､ｴｯﾌｪﾙ塔へはﾊﾞｽで行きました｡
地下鉄は車窓が楽しめないので今回は一度も使いませんでしたが､Ticket-t を近くの地下鉄の駅で買うことが出来ました｡ﾙｰﾌﾞﾙ､ｵﾍﾟﾗ座､ｷﾞｬﾗﾘｰﾗﾌｧｲｴｯﾄ､ﾏﾄﾞﾚｰﾇ寺院には歩いて行きました｡一日16ｷﾛ歩いた事もありましたが､景色が良いので歩くのにまったく苦は感じませんでした｡近くに韓国人が経営する日本雑貨の店があり､おせんべいを買うことが出来ました｡ﾊﾟﾘに行くことがあったらまたｱﾚｷｻﾝﾀﾞｰさんのところにお世話になりたいです｡英語でいろいろｺﾐｭﾆｹｰｼｮﾝを取る必要があったので英語力が必要になるとは思いました｡ﾃﾚﾋﾞがなかったので現地のﾛｰｶﾙ放送を聞きたかったのでそれはかないませんでしたが､本当に満足しました｡6月だったので暗くなるのは10時過ぎで一日を満喫できました｡",1,czech-iso8859_2
Nice one!,1,czech-iso8859_2
Very nice stay.,1,czech-iso8859_2
"Krásný pobyt. Všechno bylo podle očekávání, neměli jsme žádné problémy a cena a umístění byly naprosto úžasné. Opravdu jsme si to užili. Nevýhodou bylo 6 patro.",1,czech-iso8859_2
Very nicely,1,czech-iso8859_2
"Pěkný byt hned u metra La Chapelle. Byt je schovaný v zahradě, takže je tu klid. Hezky a prakticky zařízen a s majitelem je skvělá komunikace.",1,czech-iso8859_2
nice B&B,1,czech-iso8859_2
Thank you so much.,1,czech-iso8859_2
"Nice room, nice service",1,czech-iso8859_2
Byli jsme spokojeni. Hotel jsme si vybrali orávě kvůli skvělé dostupnosti na metro a RER.,1,czech-iso8859_2
Very close to metro. Nice place to stay.,1,czech-iso8859_2
